season,habitat,Carcass ID,Person,MC#,Trial #,carcass,location,WEIGHT,w2,Date/time placed,Date trial End,Date Pulled,TimeRight,What was left?,Fully decomposed?,Fully Decomposed Date/Time,FULLY SCAVENGED BY VERTEBRATE,Time,Status,Species,FPU,F,P,U,SCAVED,Richness,TRIED?,DATE/TIME,TRIED?,DATE/TIME,Ant hill,SCAVENGERS,verts,BTS,Date/Time Scavenged,Monitor Lizard,Date/Time Scavenged,Cane Toad,Date/Time Scavenged,Pig,Date/Time Scavenged,Dog,Date/Time Scavenged,Cat,Date/Time Scavenged,Chicken,Date/Time Scavenged,Rat,Date/Time Scavenged,Mouse,Date/Time Scavenged,inverts,Coconut Crab,Date/Time Scavenged,Land Crab,Date/Time Scavenged,Hermit Crab,Date/Time Scavenged,Unknown,date/time,VISITORS,Verts,BTS,Monitor Lizard,Cane Toad,Frogs,deer,Skink,Pig,Dog,Cat,Chicken,Rat,Gecko,Mouse,Shrew,Gunther's Frog,Francolin,Pacific Reef Heron,Pacific Golden Plover,Yellow Bittern,inverts,Coconut Crab,Land Crab,Snails,Slugs,Hermit Crab,Worm Thing,Spider,Roaches,PASSED,Verts,BTS,Monitor Lizard,Cane Toad,Frogs,Deer,Skink,Pig,Dog,Cat,Chicken,Rat,Mouse,Shrew,Pacific Reef Heron,Pacific Golden Plover,Yellow Bittern,Phillipine Collared Dove,inverts,Coconut Crab,Land Crab,hermit crabs,Snails,Slugs,Worm Thing,Spider,Roaches,VISITORS AFTER DECOMPOSTION,Verts,BTS,Monitor Lizard,Cane Toad,Frogs,Deer,Skink,Pig,Dog,Cat,Chicken,Rat,Mouse,Shrew,Dove,Bittern,inverts,Coconut Crab,Hermit Crab,Land Crab,Snails,Slugs,Butterflies,Notes
DRY,T,KTMB20,KELSEY,GU10A,6,Mouse,BURROW,39.75,39.75,2/21/2017 10:31,2/26/2017,2/27/2017,Yes,MELTED OVER TRIGGER,,2/25/2017 7:18,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,LUMO17,LAUREN,H84,5,Mouse,OPEN,39.75,39.75,2/18/2017 15:30,,2/24/2017,Yes,"ant mound, fur",,2/20/2017 13:00,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUMO19,KELSEY,H79,5,Mouse,OPEN,39.75,39.75,2/18/2017 10:37,,2/24/2017,Yes,"melted over trigger, crazy ants",,2/22/2017 9:54,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUMO18,KELSEY,H98,5,Mouse,OPEN,39.75,39.75,2/17/2017 16:29,,2/23/2017,Yes,"hollow, move over trigger",,2/20/2017 10:57,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUMO16,KELSEY,GU39B,5,Mouse,OPEN,39.75,39.75,2/17/2017 13:54,,2/23/2017,Yes,"melted over trigger, ant mound",,2/20/2017 8:18,,5,0,,UNSCAVENGED,,,1,0,0,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTMO18,LAUREN,GU5B,5,Mouse,OPEN,39.75,39.75,2/15/2017 15:58,,,Yes,"pelt melted over trigger, dried out skin",,2/19/2017 7:18,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUMO14,KELSEY,H61,4,Mouse,OPEN,39.75,39.75,2/13/2017 14:45,,2/18/2017,Yes,melted over trigger,,2/17/2017 8:30,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,LUMB12,LAUREN,H19,4,Mouse,BURROW,39.75,39.75,2/12/2017 15:50,,,Yes,"just pelt, melted on trigger",,2/16/2017 15:30,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTMO14,KELSEY,GU50A,4,Mouse,OPEN,39.75,39.75,2/10/2017 16:48,,2/15/2017,Yes,skeleton on trigger,,2/13/2017 23:00,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTMB12,LAUREN,GU9A,4,Mouse,BURROW,39.75,39.75,2/10/2017 12:59,,,Yes,"decomposed, bones, fur, buried in dirt",,2/13/2017 1:42,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A TON OF PIGS BUT NO ONE APPROACHED THE CARCASS
DRY,T,LTMB11,LAUREN,GU36A,4,Mouse,BURROW,39.75,39.75,2/10/2017 11:51,,,Yes,"melted over trigger, 20% flesh",,2/15/2017 12:30,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KTMB10,KELSEY,GU51B,4,Mouse,BURROW,39.75,39.75,2/10/2017 10:19,,,Yes,"fell off trigger, melted",,2/13/2017 2:00,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUMO9,KELSEY,H104,3,Mouse,OPEN,39.75,39.75,2/7/2017 14:47,,,Yes,melted over trigger,,2/12/2017 9:36,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,LUMB9,LAUREN,H19,3,Mouse,BURROW,39.75,39.75,2/7/2017 14:21,,,Yes,"melted over trigger, 50% flesh, maggots/ants moving inside carcass",NO,,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,JUMB11,JOSH,H79,3,Mouse,BURROW,39.75,39.75,2/7/2017 12:54,2/12/2017,,Yes,hollow,,2/11/2017 16:30,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,JTMB11,JOSH,GU51B,3,Mouse,BURROW,39.75,39.75,2/5/2017 12:21,2/10/2017,,Yes,"melted, fell off trigger",,2/8/2017 20:06,,5,0,,UNSCAVENGED,,,1,0,0,,cane toad 2/7 12:25am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTMB8,LAUREN,GU36A,3,Mouse,BURROW,39.75,39.75,2/5/2017 11:40,,,Yes,"fur buried in dirt, spine, tail",,2/8/2017 9:30,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTMB7,KELSEY,GU50A,3,Mouse,BURROW,39.75,39.75,2/5/2017 9:42,,,Yes,gone,,2/9/2017 12:00,,5,0,,UNSCAVENGED,,,1,0,0,,BTS tried 2/7 4:21am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUMO6,KELSEY,H100,2,Mouse,OPEN,39.75,39.75,2/1/2017 14:41,2/6/2017,,Yes,melted over trigger,,2/4/2017 9:48,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,JUMO8,JOSH,GU31A,2,Mouse,OPEN,39.75,39.75,2/1/2017 13:38,,,Yes,fur,,2/4/2017 7:00,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
DRY,U,LUMB5,LAUREN,GU21A,2,Mouse,BURROW,39.75,39.75,2/1/2017 10:58,2/6/2017,,Yes,"just bones, skull and spine draped over trigger, lots of ants",,2/4/2017 10:18,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUMO4,KELSEY,H56,2,Mouse,OPEN,39.75,39.75,2/1/2017 9:54,2/6/2017,,Yes,"melted over trigger, crazy ants",,2/4/2017 12:12,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,JUMB7,JOSH,H31,2,Mouse,BURROW,39.75,39.75,2/1/2017 1:38,,,Yes,"fur, bones",,2/3/2017 15:00,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,JTMO8,JOSH,H103,2,Mouse,OPEN,39.75,39.75,1/31/2017 14:50,,2/5/2017,Yes,"0%, fur",,2/3/2017 9:06,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTMO6,KELSEY,H84,2,Mouse,OPEN,39.75,39.75,1/31/2017 13:39,2/5/2017,,Yes,melted over trigger,,2/4/2017 12:36,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,JTMB7,JOSH,H74,2,Mouse,BURROW,39.75,39.75,1/31/2017 13:33,,2/5/2017,Yes,gone,,2/3/2017 18:12,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,JTMB5,JOSH,GU33B,2,Mouse,BURROW,39.75,39.75,1/31/2017 10:45,,,Yes,"fur, skin, bones",,2/3/2017 14:42,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUMO3,KELSEY,H94,1,Mouse,OPEN,39.75,39.75,1/27/2017 14:52,,,Yes,full melted over trigger,,1/31/2017 15:18,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,LUMB3,LAUREN,H63,1,Mouse,BURROW,39.75,39.75,1/27/2017 14:28,,,Yes,"mouse carpet, mostly fur, 10% flesh",NO,,,5,0,,UNSCAVENGED,,,1,0,0,HERMIT CRAB,1/31/2017 0:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUMO2,KELSEY,H110,1,Mouse,OPEN,39.75,39.75,1/27/2017 12:54,,,Yes,"still here, skin and fur",,1/30/2017 9:42,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,LUMB2,LAUREN,H41,1,Mouse,BURROW,39.75,39.75,1/27/2017 12:44,,,Yes,gone,,1/30/2017 12:48,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,JUMB2,JOSH,H20,1,Mouse,BURROW,39.75,39.75,1/27/2017 11:55,,,Yes,"15%, ants, present",NO,,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUMB1,KELSEY,GU51B,1,Mouse,BURROW,39.75,39.75,1/27/2017 10:51,,,Yes,melted over trigger,,1/31/2017 10:36,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTMB2,LAUREN,GU6B,1,Mouse,BURROW,39.75,39.75,1/26/2017 13:33,,,Yes,"Gone, some fur melted on trigger",,1/29/2017 14:12,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTMO1,LAUREN,H29,1,Mouse,OPEN,39.75,39.75,1/26/2017 11:48,,,Yes,"melted over trigger, 60% fur, 50% bones, 10% flesh",NO,,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UMMO36,MATT,H85,10,Mouse,OPEN,39.75,39.75,7/31/2016 16:02,,,Yes,20% flesh,,8/6/2016 4:06,,5,0,,UNSCAVENGED,,,1,0,0,CANE TOAD,8/2/2016 11:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TPMO35,PHILLIP,H94,10,Mouse,OPEN,39.75,39.75,7/26/2016 13:48,,,Yes,"60% skin, 10% bones, 0% flesh",,7/28/2016 10:36,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,
WET,T,TKMB35,KELSEY,H42,10,Mouse,BURROW,39.75,39.75,7/26/2016 13:47,,,Yes,melted over trigger,,7/28/2016 15:36,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
WET,T,TMMB34,MATT,H75,10,Mouse,BURROW,39.75,39.75,7/26/2016 12:10,,,Yes,"10% flesh, ~90% skin and bones",,7/29/2016 7:06,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TPMB33,PHILLIP,H98,10,Mouse,BURROW,39.75,39.75,7/26/2016 11:12,,,No,"90% skin, 95% bones, 10% flesh",,7/28/2016 17:12,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TMMB33,MATT,H108,10,Mouse,BURROW,39.75,39.75,7/26/2016 11:03,,,Yes,"No flesh, 50% fur",,7/29/2016 8:48,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UMMO33,KELSEY,H32,9,Mouse,OPEN,39.75,39.75,7/25/2016 16:35,,,Yes,gone,,7/28/2016 15:36,,5,0,,UNSCAVENGED,,,1,0,0,CANE TOAD,7/28/2016 4:48,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAMERA WASN'T TURNED BACK ON
WET,U,UPMO31,PHILLIP,GU34B,9,Mouse,OPEN,39.75,39.75,7/25/2016 14:47,,,Yes,mouse carpet,,7/28/2016 20:18,,5,0,,UNSCAVENGED,,,1,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UPMB30,PHILLIP,GU10B,9,Mouse,OPEN,39.75,39.75,7/25/2016 12:50,,,Yes,"30% skin, 0% bones or flesh",,7/28/2016 7:12,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,1,,,,,,,,,1,,,
WET,U,UPMB29,PHILLIP,GU51A,9,Mouse,BURROW,39.75,39.75,7/25/2016 11:14,,,Yes,Nothing,,7/27/2016 14:12,,5,0,,UNSCAVENGED,,,1,0,0,CANE TOAD,7/26/2016 15:05,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,
WET,U,UMMO32,MATT,GU12A,9,Mouse,OPEN,39.75,39.75,7/25/2016 2:01,,,Yes,Gone,,7/27/2016 21:24,,5,0,,UNSCAVENGED,,,1,0,0,CANE TOAD,7/26/2016 10:08,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
WET,T,TPMO28,PHILLIP,H67,9,Mouse,OPEN,39.75,39.75,7/21/2016 13:53,,,Yes,"90%  skin, 80% skeleton, 0% flesh",,7/23/2016 8:42,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,
WET,T,TPMO31,PHILLIP,GU23B,9,Mouse,OPEN,39.75,39.75,7/21/2016 12:51,,,Yes,"95% skin, 100% skeleton, 5% flesh",IDK,,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,BURROW FELL OVER FIRST 10 MINUTES
WET,T,TKMB30,KELSEY,H26,9,Mouse,BURROW,39.75,39.75,7/21/2016 12:12,,,Yes,melted over trigger,,7/24/2016 6:42,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
WET,T,TPMB26,PHILLIP,H100,8,Mouse,BURROW,39.75,39.75,7/16/2016 11:19,,,Yes,"30% skin, 90 skeleton, 0% flesh",,7/18/2016 16:24,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TPMB25,PHILLIP,GU10A,8,Mouse,BURROW,39.75,39.75,7/15/2016 19:16,,,No,"30% skin, 10% skeleton, 0% flesh",,7/18/2016 23:12,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UPMO23,PHILLIP,H64,7,Mouse,OPEN,39.75,39.75,7/12/2016 15:30,7/17/2016,,Yes,Nothing (SOMETIME AFTER TRIAL ENDS OR IN SOIL),,7/15/2016 9:06,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UMMB22,MATT,H81,7,Mouse,BURROW,39.75,39.75,7/12/2016 12:11,,,Yes,"no flesh, skeleton",,7/14/2016 13:06,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UMMB21,MATT,H75,7,Mouse,BURROW,39.75,39.75,7/12/2016 10:30,,,Yes,"no flesh or fur, bones present",,7/14/2016 13:06,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UKMO20,KELSEY,H25,7,Mouse,OPEN,39.75,39.75,7/12/2016 9:30,7/17/2016,7/20/2016,Yes,melted over trigger,,7/15/2016 11:36,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
WET,U,UMMO24,MATT,H57,7,Mouse,OPEN,39.75,39.75,7/12/2016 2:10,7/17/2016,,No,gone (SOMETIME AFTER TRIAL ENDED),,7/15/2016 19:06,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
